"REF_DATE","GEO","Labour force characteristics","VALUE"
"1977-10","Manitoba","Full-time employment",373.4
"1977-10","Manitoba","Part-time employment ",67.6
"1977-10","Manitoba","Unemployment",27.4
"1977-10","Manitoba","Unemployment rate",5.9
"1977-10","Manitoba","Participation rate",62.5
"1977-10","Manitoba","Employment rate",58.8
"1977-10","Saskatchewan","Population",674.6
"1977-10","Saskatchewan","Labour force",420.3
"1977-10","Saskatchewan","Employment",401.9
"1977-10","Saskatchewan","Full-time employment",336.3
"1977-10","Saskatchewan","Part-time employment ",65.6
"1977-10","Saskatchewan","Unemployment",18.4
"1977-10","Saskatchewan","Unemployment rate",4.4
"1977-10","Saskatchewan","Participation rate",62.3
"1977-10","Saskatchewan","Employment rate",59.6
"1977-10","Alberta","Population",1421.5
"1977-10","Alberta","Labour force",962.1
"1977-10","Alberta","Employment",918.3
"1977-10","Alberta","Full-time employment",783.4
"1977-10","Alberta","Part-time employment ",134.8
"1977-10","Alberta","Unemployment",43.8
"1977-10","Alberta","Unemployment rate",4.6
"1977-10","Alberta","Participation rate",67.7
"1977-10","Alberta","Employment rate",64.6
"1977-10","British Columbia","Population",1936.4
"1977-10","British Columbia","Labour force",1192.7
"1977-10","British Columbia","Employment",1087.1
"1977-10","British Columbia","Full-time employment",917.8
"1977-10","British Columbia","Part-time employment ",169.3
"1977-10","British Columbia","Unemployment",105.6
"1977-10","British Columbia","Unemployment rate",8.9
"1977-10","British Columbia","Participation rate",61.6
"1977-10","British Columbia","Employment rate",56.1
"1977-11","Newfoundland and Labrador","Population",378.5
"1977-11","Newfoundland and Labrador","Labour force",197.7
"1977-11","Newfoundland and Labrador","Employment",164.9
"1977-11","Newfoundland and Labrador","Full-time employment",150.1
"1977-11","Newfoundland and Labrador","Part-time employment ",14.7
"1977-11","Newfoundland and Labrador","Unemployment",32.8
"1977-11","Newfoundland and Labrador","Unemployment rate",16.6
"1977-11","Newfoundland and Labrador","Participation rate",52.2
"1977-11","Newfoundland and Labrador","Employment rate",43.6
"1977-11","Prince Edward Island","Population",85.4
"1977-11","Prince Edward Island","Labour force",48.8
"1977-11","Prince Edward Island","Employment",43.9
"1977-11","Prince Edward Island","Full-time employment",37.8
"1977-11","Prince Edward Island","Part-time employment ",6.1
"1977-11","Prince Edward Island","Unemployment",5
"1977-11","Prince Edward Island","Unemployment rate",10.2
"1977-11","Prince Edward Island","Participation rate",57.1
"1977-11","Prince Edward Island","Employment rate",51.4
"1977-11","Nova Scotia","Population",602.5
"1977-11","Nova Scotia","Labour force",333.2
"1977-11","Nova Scotia","Employment",299.2
"1977-11","Nova Scotia","Full-time employment",257.5
"1977-11","Nova Scotia","Part-time employment ",41.7
"1977-11","Nova Scotia","Unemployment",34
"1977-11","Nova Scotia","Unemployment rate",10.2
"1977-11","Nova Scotia","Participation rate",55.3
"1977-11","Nova Scotia","Employment rate",49.7
"1977-11","New Brunswick","Population",493.9
"1977-11","New Brunswick","Labour force",265.8
"1977-11","New Brunswick","Employment",228
"1977-11","New Brunswick","Full-time employment",202.1
"1977-11","New Brunswick","Part-time employment ",25.9
"1977-11","New Brunswick","Unemployment",37.8
"1977-11","New Brunswick","Unemployment rate",14.2
"1977-11","New Brunswick","Participation rate",53.8
"1977-11","New Brunswick","Employment rate",46.2
"1977-11","Quebec","Population",4825.8
"1977-11","Quebec","Labour force",2877.3
"1977-11","Quebec","Employment",2552.8
"1977-11","Quebec","Full-time employment",2295
"1977-11","Quebec","Part-time employment ",257.8
"1977-11","Quebec","Unemployment",324.6
"1977-11","Quebec","Unemployment rate",11.3
"1977-11","Quebec","Participation rate",59.6
"1977-11","Quebec","Employment rate",52.9
"1977-11","Ontario","Population",6387.2
"1977-11","Ontario","Labour force",4130.3
"1977-11","Ontario","Employment",3839.9
"1977-11","Ontario","Full-time employment",3292.6
"1977-11","Ontario","Part-time employment ",547.3
"1977-11","Ontario","Unemployment",290.4
"1977-11","Ontario","Unemployment rate",7
"1977-11","Ontario","Participation rate",64.7
"1977-11","Ontario","Employment rate",60.1
"1977-11","Manitoba","Population",750.7
"1977-11","Manitoba","Labour force",467
"1977-11","Manitoba","Employment",436.5
"1977-11","Manitoba","Full-time employment",371.7
"1977-11","Manitoba","Part-time employment ",64.8
"1977-11","Manitoba","Unemployment",30.6
"1977-11","Manitoba","Unemployment rate",6.6
"1977-11","Manitoba","Participation rate",62.2
"1977-11","Manitoba","Employment rate",58.1
"1977-11","Saskatchewan","Population",675.4
"1977-11","Saskatchewan","Labour force",419.8
"1977-11","Saskatchewan","Employment",400
"1977-11","Saskatchewan","Full-time employment",334.6
"1977-11","Saskatchewan","Part-time employment ",65.4
"1977-11","Saskatchewan","Unemployment",19.8
"1977-11","Saskatchewan","Unemployment rate",4.7
"1977-11","Saskatchewan","Participation rate",62.2
"1977-11","Saskatchewan","Employment rate",59.2
"1977-11","Alberta","Population",1427.1
"1977-11","Alberta","Labour force",965.6
"1977-11","Alberta","Employment",917.5
"1977-11","Alberta","Full-time employment",784.8
"1977-11","Alberta","Part-time employment ",132.7
"1977-11","Alberta","Unemployment",48.1
"1977-11","Alberta","Unemployment rate",5
"1977-11","Alberta","Participation rate",67.7
"1977-11","Alberta","Employment rate",64.3
"1977-11","British Columbia","Population",1941.1
"1977-11","British Columbia","Labour force",1196
"1977-11","British Columbia","Employment",1093.6
"1977-11","British Columbia","Full-time employment",929.5
"1977-11","British Columbia","Part-time employment ",164.1
"1977-11","British Columbia","Unemployment",102.4
"1977-11","British Columbia","Unemployment rate",8.6
"1977-11","British Columbia","Participation rate",61.6
"1977-11","British Columbia","Employment rate",56.3
"1977-12","Newfoundland and Labrador","Population",378.8
"1977-12","Newfoundland and Labrador","Labour force",196.2
"1977-12","Newfoundland and Labrador","Employment",163.6
"1977-12","Newfoundland and Labrador","Full-time employment",150.5
"1977-12","Newfoundland and Labrador","Part-time employment ",13.1
"1977-12","Newfoundland and Labrador","Unemployment",32.6
"1977-12","Newfoundland and Labrador","Unemployment rate",16.6
"1977-12","Newfoundland and Labrador","Participation rate",51.8
"1977-12","Newfoundland and Labrador","Employment rate",43.2
"1977-12","Prince Edward Island","Population",85.6
"1977-12","Prince Edward Island","Labour force",48.9
"1977-12","Prince Edward Island","Employment",43.9
"1977-12","Prince Edward Island","Full-time employment",37.5
"1977-12","Prince Edward Island","Part-time employment ",6.4
"1977-12","Prince Edward Island","Unemployment",5
"1977-12","Prince Edward Island","Unemployment rate",10.2
"1977-12","Prince Edward Island","Participation rate",57.1
"1977-12","Prince Edward Island","Employment rate",51.3
"1977-12","Nova Scotia","Population",603
"1977-12","Nova Scotia","Labour force",333.1
"1977-12","Nova Scotia","Employment",300.1
"1977-12","Nova Scotia","Full-time employment",258.9
"1977-12","Nova Scotia","Part-time employment ",41.2
"1977-12","Nova Scotia","Unemployment",33
"1977-12","Nova Scotia","Unemployment rate",9.9
"1977-12","Nova Scotia","Participation rate",55.2
"1977-12","Nova Scotia","Employment rate",49.8
"1977-12","New Brunswick","Population",494.5
"1977-12","New Brunswick","Labour force",268.7
"1977-12","New Brunswick","Employment",230.1
"1977-12","New Brunswick","Full-time employment",202.1
"1977-12","New Brunswick","Part-time employment ",28
"1977-12","New Brunswick","Unemployment",38.5
"1977-12","New Brunswick","Unemployment rate",14.3
"1977-12","New Brunswick","Participation rate",54.3
"1977-12","New Brunswick","Employment rate",46.5
"1977-12","Quebec","Population",4829.4
"1977-12","Quebec","Labour force",2886.7
"1977-12","Quebec","Employment",2566.5
"1977-12","Quebec","Full-time employment",2302.7
"1977-12","Quebec","Part-time employment ",263.8
"1977-12","Quebec","Unemployment",320.1
"1977-12","Quebec","Unemployment rate",11.1
"1977-12","Quebec","Participation rate",59.8
"1977-12","Quebec","Employment rate",53.1
"1977-12","Ontario","Population",6396.3
"1977-12","Ontario","Labour force",4141.2
"1977-12","Ontario","Employment",3841.8
"1977-12","Ontario","Full-time employment",3300.7
"1977-12","Ontario","Part-time employment ",541.1
"1977-12","Ontario","Unemployment",299.4
"1977-12","Ontario","Unemployment rate",7.2
"1977-12","Ontario","Participation rate",64.7
"1977-12","Ontario","Employment rate",60.1
"1977-12","Manitoba","Population",751.4
"1977-12","Manitoba","Labour force",467.5
"1977-12","Manitoba","Employment",436.5
"1977-12","Manitoba","Full-time employment",369.7
"1977-12","Manitoba","Part-time employment ",66.9
"1977-12","Manitoba","Unemployment",31
"1977-12","Manitoba","Unemployment rate",6.6
"1977-12","Manitoba","Participation rate",62.2
"1977-12","Manitoba","Employment rate",58.1
"1977-12","Saskatchewan","Population",676.2
"1977-12","Saskatchewan","Labour force",416.3
"1977-12","Saskatchewan","Employment",395.3
"1977-12","Saskatchewan","Full-time employment",329.4
"1977-12","Saskatchewan","Part-time employment ",66
"1977-12","Saskatchewan","Unemployment",21
"1977-12","Saskatchewan","Unemployment rate",5
"1977-12","Saskatchewan","Participation rate",61.6
"1977-12","Saskatchewan","Employment rate",58.5
"1977-12","Alberta","Population",1432.2
"1977-12","Alberta","Labour force",972.8
"1977-12","Alberta","Employment",924.7
"1977-12","Alberta","Full-time employment",785.6
"1977-12","Alberta","Part-time employment ",139.1
"1977-12","Alberta","Unemployment",48.1
"1977-12","Alberta","Unemployment rate",4.9
"1977-12","Alberta","Participation rate",67.9
"1977-12","Alberta","Employment rate",64.6
"1977-12","British Columbia","Population",1945.1
"1977-12","British Columbia","Labour force",1197.5
"1977-12","British Columbia","Employment",1099.6
"1977-12","British Columbia","Full-time employment",931.8
"1977-12","British Columbia","Part-time employment ",167.8
"1977-12","British Columbia","Unemployment",97.9
"1977-12","British Columbia","Unemployment rate",8.2
"1977-12","British Columbia","Participation rate",61.6
"1977-12","British Columbia","Employment rate",56.5
"1978-01","Newfoundland and Labrador","Population",379.3
"1978-01","Newfoundland and Labrador","Labour force",194.8
"1978-01","Newfoundland and Labrador","Employment",165.2
"1978-01","Newfoundland and Labrador","Full-time employment",153.6
"1978-01","Newfoundland and Labrador","Part-time employment ",11.6
"1978-01","Newfoundland and Labrador","Unemployment",29.5
"1978-01","Newfoundland and Labrador","Unemployment rate",15.1
"1978-01","Newfoundland and Labrador","Participation rate",51.4
"1978-01","Newfoundland and Labrador","Employment rate",43.6
"1978-01","Prince Edward Island","Population",85.7
"1978-01","Prince Edward Island","Labour force",49
"1978-01","Prince Edward Island","Employment",44
"1978-01","Prince Edward Island","Full-time employment",37.8
"1978-01","Prince Edward Island","Part-time employment ",6.2
"1978-01","Prince Edward Island","Unemployment",5
"1978-01","Prince Edward Island","Unemployment rate",10.2
"1978-01","Prince Edward Island","Participation rate",57.2
"1978-01","Prince Edward Island","Employment rate",51.3
"1978-01","Nova Scotia","Population",604
"1978-01","Nova Scotia","Labour force",333.7
"1978-01","Nova Scotia","Employment",300.7
"1978-01","Nova Scotia","Full-time employment",259.4
"1978-01","Nova Scotia","Part-time employment ",41.4
"1978-01","Nova Scotia","Unemployment",33
"1978-01","Nova Scotia","Unemployment rate",9.9
"1978-01","Nova Scotia","Participation rate",55.2
"1978-01","Nova Scotia","Employment rate",49.8
"1978-01","New Brunswick","Population",495.2
"1978-01","New Brunswick","Labour force",267.6
"1978-01","New Brunswick","Employment",232.9
"1978-01","New Brunswick","Full-time employment",206.1
"1978-01","New Brunswick","Part-time employment ",26.9
"1978-01","New Brunswick","Unemployment",34.6
"1978-01","New Brunswick","Unemployment rate",12.9
"1978-01","New Brunswick","Participation rate",54
"1978-01","New Brunswick","Employment rate",47
"1978-01","Quebec","Population",4834.5
"1978-01","Quebec","Labour force",2856.8
"1978-01","Quebec","Employment",2540.5
"1978-01","Quebec","Full-time employment",2276.9
"1978-01","Quebec","Part-time employment ",263.6
"1978-01","Quebec","Unemployment",316.3
"1978-01","Quebec","Unemployment rate",11.1
"1978-01","Quebec","Participation rate",59.1
"1978-01","Quebec","Employment rate",52.5
"1978-01","Ontario","Population",6407.2
"1978-01","Ontario","Labour force",4148.4
"1978-01","Ontario","Employment",3859
"1978-01","Ontario","Full-time employment",3321.2
"1978-01","Ontario","Part-time employment ",537.8
"1978-01","Ontario","Unemployment",289.3
"1978-01","Ontario","Unemployment rate",7
"1978-01","Ontario","Participation rate",64.7
"1978-01","Ontario","Employment rate",60.2
"1978-01","Manitoba","Population",752.2
"1978-01","Manitoba","Labour force",469.6
"1978-01","Manitoba","Employment",439
"1978-01","Manitoba","Full-time employment",370.8
"1978-01","Manitoba","Part-time employment ",68.2
"1978-01","Manitoba","Unemployment",30.7
"1978-01","Manitoba","Unemployment rate",6.5
"1978-01","Manitoba","Participation rate",62.4
"1978-01","Manitoba","Employment rate",58.4
"1978-01","Saskatchewan","Population",677.1
"1978-01","Saskatchewan","Labour force",416.1
"1978-01","Saskatchewan","Employment",396
"1978-01","Saskatchewan","Full-time employment",330.9
"1978-01","Saskatchewan","Part-time employment ",65.1
"1978-01","Saskatchewan","Unemployment",20.1
"1978-01","Saskatchewan","Unemployment rate",4.8
"1978-01","Saskatchewan","Participation rate",61.5
"1978-01","Saskatchewan","Employment rate",58.5
"1978-01","Alberta","Population",1438.5
"1978-01","Alberta","Labour force",973.8
"1978-01","Alberta","Employment",927.9
"1978-01","Alberta","Full-time employment",791
"1978-01","Alberta","Part-time employment ",136.9
"1978-01","Alberta","Unemployment",45.9
"1978-01","Alberta","Unemployment rate",4.7
"1978-01","Alberta","Participation rate",67.7
"1978-01","Alberta","Employment rate",64.5
"1978-01","British Columbia","Population",1949.8
"1978-01","British Columbia","Labour force",1208.5
"1978-01","British Columbia","Employment",1107.8
"1978-01","British Columbia","Full-time employment",944.7
"1978-01","British Columbia","Part-time employment ",163.1
"1978-01","British Columbia","Unemployment",100.7
"1978-01","British Columbia","Unemployment rate",8.3
"1978-01","British Columbia","Participation rate",62
"1978-01","British Columbia","Employment rate",56.8
"1978-02","Newfoundland and Labrador","Population",379.8
"1978-02","Newfoundland and Labrador","Labour force",193.8
"1978-02","Newfoundland and Labrador","Employment",164
"1978-02","Newfoundland and Labrador","Full-time employment",151.3
"1978-02","Newfoundland and Labrador","Part-time employment ",12.7
"1978-02","Newfoundland and Labrador","Unemployment",29.8
"1978-02","Newfoundland and Labrador","Unemployment rate",15.4
"1978-02","Newfoundland and Labrador","Participation rate",51
